OPENSFM_TRACKS_VERSION_v2
kitchen02.jpg	3460	2341	0.000482678	0.190873	0.00268634	70	51	27	-1	-1
kitchen02.jpg	3459	2106	0.257125	0.0588703	0.0025272	70	69	76	-1	-1
kitchen02.jpg	3458	4179	-0.0216555	0.244876	0.00580442	227	191	142	-1	-1
kitchen02.jpg	3454	1210	-0.0691898	0.0212389	0.00208914	177	138	88	-1	-1
kitchen02.jpg	3452	4616	-0.0735272	-0.182809	0.00793045	254	231	167	-1	-1
kitchen02.jpg	3450	455	-0.145213	-0.0407802	0.00188029	159	121	72	-1	-1
kitchen02.jpg	3449	3215	-0.0340675	-0.296099	0.00354607	59	37	16	-1	-1
kitchen02.jpg	3446	2497	0.204581	-0.204361	0.00287468	100	124	146	-1	-1
kitchen02.jpg	3445	1367	0.0677233	0.304396	0.00216685	49	34	19	-1	-1
kitchen02.jpg	3444	4495	-0.124128	-0.186493	0.00736733	128	87	43	-1	-1
kitchen02.jpg	3443	4707	-0.0234443	-0.275346	0.00998124	70	40	16	-1	-1
kitchen02.jpg	3439	4134	-0.144909	0.282735	0.00557	43	31	22	-1	-1
kitchen02.jpg	3437	345	0.0896003	0.0935077	0.00184748	90	48	6	-1	-1
kitchen02.jpg	3435	3755	0.139289	0.12901	0.00434962	5	4	3	-1	-1
kitchen02.jpg	3433	922	-0.459313	-0.168307	0.00200028	156	192	225	-1	-1
kitchen02.jpg	3432	1051	0.174371	-0.323492	0.00203761	131	97	52	-1	-1
kitchen02.jpg	3431	1286	-0.128914	0.230864	0.00212423	93	61	35	-1	-1
kitchen02.jpg	3429	4414	-0.172092	-0.200547	0.00681697	196	156	98	-1	-1
kitchen02.jpg	3424	3613	-0.044244	-0.0567503	0.00407301	250	215	153	-1	-1
kitchen02.jpg	3419	245	0.233335	0.285109	0.00182018	31	20	14	-1	-1
kitchen02.jpg	3417	3746	-0.306722	-0.0129683	0.00433629	115	77	40	-1	-1
kitchen02.jpg	3416	4132	0.196506	-0.00331253	0.00554886	126	145	161	-1	-1
kitchen02.jpg	3410	2134	-0.037297	0.0579022	0.00254125	107	77	43	-1	-1
kitchen02.jpg	3408	1412	-0.0257529	-0.0725829	0.00219837	108	72	36	-1	-1
